system_id,sentence
262,共和黨籍政治顧問'表示，他不意外台積電找人不容易，那裡的勞動市場緊張
262,他說，缺工不讓人意外，在亞利桑納州經營企業的人全碰上這個問題
262,要迅速找到熟練人才不是貼出求才廣告那麼簡單
262,那裡搶人十分激烈
262,尤其是像晶片製造業這種專業領域更難
262,他指出，沒人預見這個問題，比較令人震驚
262,亞利桑納州眾議員葛里哈瓦說我以為事情已經步入正軌
262,這不僅叫人意外，也讓人失望，這讓我們開始對已步入正軌的事產生質疑
262,除了台積電外，三星電子在德州英特爾在俄亥俄州也都有投資計畫，拜登將此視為他的政策正取得成果
262,但商務部尚未宣布聯邦撥款的補助對象
262,//////
263,這時候很簡單
263,飛機進口批便宜的台灣工程師奴隸過去
263,再開放邊境讓中南美妹子進亞利桑納
263,兩邊配對之後
263,單身台男遇到中南妹妹子十個有二十個會翻車
263,翻了直接變本地人口
263,也不會要多少錢反正體力也沒了庫存也乾了
263,皆大歡喜
264,昨天台積電財報出直接下殺
264,順便帶其他科技股起下去跌超
264,其他股普遍也有~的跌幅
264,納斯達克跌了
264,我買昨天天就跌了快
264,原來全世界都在關注台積電財報直接影響美國科技股
264,要不要趁這個時候歐印啊
265,媒體來源
265,記者署名吳家瑜報導
265,完整新聞標題
265,台積電美國廠奈米量產延遲專家印證張忠謀看法
265,完整新聞內文
265,台積電美國廠奈米量產延遲專家印證張忠謀看法
265,台積電美國亞利桑那州廠奈米量產時程延至年，半導體產業專家表示，這顯示美國
265,建廠難度高的實際情況，並印證了台積電創辦人張忠謀對於美國推動半導體在地製造的看
265,法，不僅缺人才，成本也昂貴
265,台積電日舉行線上法人說明會，再度調降今年營運目標，預估美元營收下滑幅度恐將擴
265,大至
265,此外，董事長劉德音說，美國亞利桑那州廠面臨些挑戰，奈米量產時程將由
265,原訂的年底推遲至年，引發關注
265,劉德音表示，美國亞利桑那州廠自年月開始興建，第期晶圓廠進入處理和安裝最先
265,進及精密設備的關鍵階段，但在半導體設施中能熟練地安裝設備的專業人員數量不足，須
265,從台灣調派經驗豐富的相關專業人員，培訓當地技術員工，影響奈米量產時程延遲
265,台經院產經資料庫研究員暨總監劉佩真說，在未發生美中兩強對抗之前，全球半導體產業
265,是以自由貿易和各國專業分工模式運作，半導體製造產能往亞洲地區挪移
265,她表示，如今美國要逆向將半導體製造產能移回國內，違反市場原先的自由運作機制，很
265,多週邊配套措施不夠完備，勢必讓美國面臨建立在地化半導體供應鏈的高難度，且付出更
265,多成本
265,劉佩真說，台積電亞利桑那州廠奈米量產時程延遲，顯示美國建廠的挑戰度較原先預期
265,高，同時印證張忠謀對美國推動半導體在地製造的看法
265,張忠謀曾多次表示，美國半導體製造人力短缺，且設廠及製造成本昂貴，以台積電過去經
265,驗為例，同樣的產品比台灣廠成本貴上成，難與世界競爭
265,劉佩真說，台積電亞利桑那州廠完成建廠後，未來生產營運仍有挑戰待克服，包括建立適
265,合台灣與美國的文化等
265,從台積電遭遇的狀況，預期三星及英特爾
265,等半導體廠在美國擴產可能面臨更多困難，包含訂單來源掌握
265,劉佩真表示，儘管建廠難度與成本高，由於各國政府對於國家安全的重視度凌駕於商業利
265,益考量，預期短期內各國推動半導體在地製造趨勢將不會有所轉變
265,完整新聞連結或短網址不可用等轉載媒體
265,////
266,美國這麼大
266,為什麼不把整個台灣都接過去就好啦
266,整個島的人跟設備全部都過去
266,弄個台朗~租界區
266,如果美國爸爸
266,你各位嗎
266,中國叔叔應該也吧
266,人跟設備他沒有要吧
267,媒體來源
267,中時
267,記者署名
267,郭宜欣
267,完整新聞標題
267,高雄廠奈米喊爽的
267,台積電法說會完全沒提到網震驚
267,完整新聞內文
267,台積電法說會昨日落幕，第二季財報表現不差，但庫存調整與景氣不佳影響獲利，二
267,度下修今年營收目標至年減，此外，台積電也證實美國廠奈米量產從年底延至
267,年，引起市場震撼，不過網友們也發現台積電法說會上，並未證實先前曝光的高雄廠奈米
267,計畫，引起熱烈討論
267,台積電在法說會上雖釋出第二季毛利率營利率超標，未來股利會越發越多，以及日本廠進
267,度順利等利多訊息，但公司也坦言，獲利不能彌補庫存調整，且美國廠奈米量產時間延
267,至年，大陸全球整體經濟環境不如預期等利空，造成股價重挫
267,另外，台積電在法說會上並未證實及說明高雄廠將改為生產奈米的計畫，引起網友熱烈
267,討論，高雄市政府的台積電奈米在哪
267,高雄表示到底
267,高雄廠交由
267,高雄發言人陳其邁出來為大家說明高雄也沒給錢啊，慢慢等高雄涼了嗎
267,有網友質疑，先前高雄廠改為奈米獲得高雄市府證實，但台積電法說會卻隻字未提，想當
267,詭異，太尷尬了，新聞報這麼大，結果啥都沒講好好奇接下來高雄廠會變怎樣
267,會不會之後又說不蓋了
267,完整新聞連結或短網址不可用等轉載媒體
267,/////
267,備註
267,涼奈米
268,經過民進黨這幾年的訓練，他們說的居然還有人信，這就是自己的問題了
268,柯文哲說過的基隆輕軌故事就是個很好的例子
268,年月，他在媒體上看到蔡英文在基隆宣布說要蓋基隆輕軌，計畫花億，預計年完工
268,但基隆輕軌的終點站設在南港展覽館，南港展覽館跟南港是不樣的，中間還有多公里
268,柯覺得很奇怪，就去問交通部長，結果交通部長說這個計畫他不知道
268,他又不死心去問國發
268,會張景森，結果張景森也說他不知道
268,柯文哲越想越不對，覺得這是國家重大建設，怎麼除了總統，其他人都不知道，有這麼奇怪
268,的事
268,後來柯文哲終於懂了，原來這只是隨便說出來唬你騙票的，其實根本沒有要做
268,後來的故事大家也知道了，現在基隆輕軌在哪
268,懂
269,不懂耶不是已經有南科了嗎
269,很多高雄人也都通勤到台南上班也不算遠啊
269,雙北也沒有台積電廠區
269,到底高雄是在執著什麼
269,更別談三不五時跳電
269,然後不下雨缺水下雨淹水
269,整體放話或證實三小要來了要來了巴啦巴啦
269,有就有沒有就沒有彈性調整很難懂嗎
269,有卦
270,台積積每年離職堆工程師
270,應該怨念也不少
270,通常離職前做甚麼事才能驚豔全廠阿
270,在無塵室脫掉無塵衣嗎
271,經濟部公布外銷訂單連十黑，
271,中經院下修今年至，
271,反觀國內房價，
271,雖然有些統計稱房價有在下修，
271,但多半是老屋小屋原本難賣的物件丟出來，
271,而且還能成交，才讓房價看起來有盤整，
271,預售屋新成屋的開價還是不斷創新高，
271,看來海水退了，才知道誰沒穿褲子，
271,疫情的資金派對結束後，
271,護國神山台積電全年獲利下修成，
271,剩護國群山房價依舊堅挺
271,政府是不是該放棄科技業，
271,全力扶植房地產
272,打給賀，
272,小弟純種高雄人，
272,高雄從過去台灣第二大城，
272,變成只要出現在板上就變成攻擊的目標，
272,暖市舉動都是大家茶餘飯後的話題，
272,連台積電都看我們沒有，
272,其他都市似乎都沒有高雄那麼坦，
272,好奇在中國或者美國也有類似的情形嗎
272,有沒有國外哪個城市，
272,只要出現就被嘴成灰的
273,台積電要蓋不蓋的
273,下有下沒有
273,說真的高雄這三年改變那麼多
273,你跟我都知道
273,高雄有最優良的素質人民
273,高雄有路最平的馬路
273,高雄的好
273,難道台積電都不知道嗎
274,不要鬧了吧高雄人自己都不住高雄了
274,你當台積電是智障嗎
274,他是世界第晶圓廠不是慈善事業
274,高雄人滿詼諧的跟對岸滿像的整天吹自己多厲害然後全部移民海外
274,笑死都沒人發現高雄人跟支那人個樣嗎
275,真正的先進國家新加坡靠著真正的能力開放先進的制度，吸引全世界人才
275,中華民國沒有能力又死不認錯，拼命醜化新加坡獨裁
275,但是西方先進民主國家的人還是不斷湧進新加坡
275,卻不到自稱民主，實質獨裁的中華民國
275,西方先進國家的人才挖不到，那就應該優先挖角日本人
275,畢竟日本人比較會賣肝熬夜輪班
275,除了台積電以外，所有半導體產業都應該大舉挖角日本人
275,假如不去日本設廠就能挖來那最好，要不然就到日本設廠，聘請日本人
275,如此來才能讓更多外國籍做半導體產業，否則台灣的人才全部湧入半導體產業
275,其他產業都不會發展沒人做
275,這種單壓種產業，其他產業很爛的狀況就是國家危機
275,長期要挖腳國際人才當然要借鏡，或直接抄襲新加坡愛爾蘭矽谷等
275,成功的磁吸國家政策，而不是繼續獨裁封鎖
275,但是短期應該大舉挖角日本人才以及產業
275,比如日本比較弱的網路資訊產業就應該建立夠強的企業去搶人
275,日本學生在當地沒有夠好的工作機會就會到台灣企業了
275,日本的隱形冠軍加拉巴哥化企業都有強勁的技術
275,都應該大舉收購，台灣自然就能增加技術力國際競爭力
275,不管是人才技術，台灣都應該大舉把日本挖空
276,阿肥冠宇我竹科肥宅啦
276,以前唸書時覺得年收百萬很多
276,其實真的領到這薪水發現也還好
276,像冠宇我生平無大志只求路順遂即可
276,因此找了份早八晚五準時上下班的工作
276,重點是假日不用值班回家不用
276,年薪百五雖說不算多但個人也很夠用
276,然後租房在鄉下點的苗栗國新套房租金也很便宜含平面車位不到萬
276,買台百萬上下開起來舒服有質感的車每天通勤上班
276,吃飯的話平常沒吃早餐習慣剩下兩餐在公司解決
276,晚上肚子餓了就去超商當下乞丐超人
276,個月伙食費花不到三千塊
276,平常下班就去健身房邊看劇邊做有氧或打打和
276,假日的時候就去遊山玩水下
276,然後每季安排次去日本韓國或泰國
276,像明年週六補班變少對科技業打工仔來說絕對是利多
276,因為原本會被扣的彈性假就可以自己運用
276,預計打算去個德國九天爽下
276,現在個人過這種生活其實蠻爽的
276,基本上這薪水對於個人的小資族來說可以過得很充實
276,存下來的錢就部分定期定額金融股和
276,部分看外資操作只要大盤指數跌多了就買點
276,然後糖漿有進場的話砸錢進去買台積電聯發科和鴻海
276,雖然沒有賺到快錢但保守點的操作風險相對也不高
276,有時候拿賺到的錢去買個精品包和花錢叫個極品鮑來爽
276,個人覺得這樣就算蠻有質感的生活啦
276,良心建議真的只有點就是不要交女朋友
276,有生理需求外送茶叫叫都比你交女朋友便宜
276,上面這句良心建議千萬要謹記
276,大這樣
276,認同請分享
277,"有台積電工藝製作的下代仿生晶片,潛望式鏡頭,超級"
277,",~準備換機潮的淺在客戶群非常龐大,感覺會非常難搶到"
277,",堆人都在等,希望不要延遲,只剩個半月了"
277,會不會很難搶
278,媒體來源
278,鉅亨
278,記者署名
278,鉅亨網編譯余曉惠//
278,完整新聞標題
278,彭博台積電美國廠量產延到年威脅拜登美製晶片競選承諾
278,完整新聞內文
278,彭博台積電美國廠量產延到年威脅拜登美製晶片競選承諾圖
278,彭博報導，美製晶片是美國總統拜登主要立法成就之，但在台積電
278,表示亞利桑那廠量產時間表不得不延到年之後，如今遭遇重大
278,挫敗，而亞利桑那州正是明年美國總統大選的關鍵戰場之
278,拜登企圖以拜登經濟學爭取年連任總統，透過補貼和租稅優惠，吸引高科技等
278,領域的就業機會回流美國
278,台積電年承諾在鳳凰城興建億美元工廠，目標
278,年底前在美國本土生產先進晶片，但周四日在法說會上坦言，由於缺工和成
278,本高昂，新廠要到年才能開始量產，屆時美國總統大選已經選完
278,目前不清楚，補貼半導體產業發展的政策在新政府手中是否會有變化，但可以確定的是，
278,此政策在國會有強大的跨黨派支持
278,拜登積極推動晶片製造回流美國
278,圖/
278,拜登推動的產業政策，包括電動車和乾淨能源，大部分都在共和黨的票倉，台積電新廠所
278,在的亞利桑那州雖然也是共和黨票倉之，但拜登年選舉時，在該州取得小幅領先
278,白宮副新聞秘書周四表示，拜登政府深具信心，涵蓋在晶片科學法
278,下的勞動力發展計畫，能確保美國擁有所需的勞動力
278,她形容台積電在美國的投資案是
278,歷史性的，但未進步評論時間表
278,台積電美國廠量產延後的消息，也引起國會議員關注
278,代表北鳳凰城的共和黨眾議員
278,說我必須得知更多為何進度落後的細節，但我不認為這是個不好的預
278,兆
278,亞利桑那州民主黨參議員表示，他雖然擔心，但能理解大型計畫難免有延宕
278,在鳳凰城工作的共和黨政治顧問說，當地勞動力市場很緊俏，台
278,積電新廠缺工不讓人意外
278,亞利桑那每個經商的人，都遭遇同樣的缺工問題
278,想趕快找
278,有經驗的人手，不是張貼徵人啟事就可以
278,競爭人手的情況很激烈
278,他說，鳳凰城爆炸性的成長，吸引許多新的居民加入，但這也推升當地住房成本，進而提
278,高招募人力的難度，又以晶片製造這種需要熟練人才的領域最困難
278,除了台積電以外，三星英特爾分別在德州和俄亥俄州都有投資計畫
278,美國商務部尚未宣
278,布補貼撥款的受益者，目前也不清楚各家大廠何時能真正開始在美國生產晶片
278,完整新聞連結或短網址不可用等轉載媒體
278,/////
278,備註
279,備註請放最後面違者新聞文章刪除
279,媒體來源
279,新聞雲
279,記者署名
279,實習記者高語璠綜合報導
279,完整新聞標題
279,中美晶片大戰未歇陸劇我的中國芯惹議遭暫停播出
279,完整新聞內文
279,中美晶片大戰還未歇，大陸近期推出晶片科技相關題材的網劇我的中國芯，受到外界
279,關注
279,宣傳片出爐後，有不少網友指出，該劇上映時機諷刺意味十足，且細節疑有多處不
279,合理，該劇組上映當天在官方微博宣布暫緩上線播出
279,廣告請繼續往下閱讀↓↓↓
279,綜合陸媒報導，我的中國芯講述某民營科技公司承擔國家燃點計畫科研項目，研發用
279,於光刻機的奈米雷射器
279,使用這種雷射器的光刻機可解決絕大多數先進積體電路晶
279,片的生產問題，對國家有重大意義
279,▲▼大陸網劇我的中國芯
279,圖翻攝微博
279,據星島日報報導，在該劇片頭引用段英文旁白，即日起，全面禁止向中國銷售先
279,進光刻機，疑似是將近期現實中，美日荷聯手限制晶片出口作為故事背景，被網友解讀
279,為諷刺中國芯片產業現狀
279,該劇宣傳片出爐後，有網民稱讚劇情勵志，但也有不少網友的批評聲浪快速增加，諸如
279,這不是哪壺不開提哪壺嗎
279,晶片沒整出來劇先整出來了，是科幻片這是低級
279,紅高級黑
279,惡意諷刺中國晶片現狀
279,這下卡美國脖子了
279,在片爭議聲當中，我的中國芯劇組官方微博於上映當天發文稱，由於排播調整，
279,本劇暫緩上，播出時間待定，未如預定時間開播
279,原文網址中美晶片大戰未歇陸劇我的中國芯惹議遭暫停播出|大陸新聞
279,|新聞雲
279,/////
279,|
279,完整新聞連結或短網址不可用等轉載媒體
279,/////
279,備註
279,心得
279,感覺很像抗日神劇
279,劇情有沒有手刻晶片
279,把晶片的用砂紙磨掉，然後就研發出自己的晶片了
279,還是說要買台積電併購全世界的半導體公司，最後宣布破產
279,還是騙補助，公司建半就破產荒廢了
280,如果是我要凹把
280,會動用洪荒之力
280,把可以貸的錢帶出來
280,每天研究股票，做價值投資
280,台股近千檔
280,每天上板學習
280,邊就實操了，哥定先看損益表
280,五年線，資產負債表，現金流量表，財報評分
280,三陽工業和乳加先買點
280,再買聲寶
280,然後開始每天關注漲跌幅幾趴之類
280,網站有幫你列排行榜
280,我會到那打寶
280,獲利哥就轉投資運彩
280,專攻美日韓棒，搭配足球
280,串個兩三關很容易過
280,再有獲利就開始找些標的投資
280,如寶春師傅的麵包店看能不能入股
280,不然就找些烘培專科有熱情的年青人
280,合夥做鳳梨酥
280,基本上自已先不做，先投資有錢力的年輕人
280,邊看他們怎麼創業，邊繼續實操股票和運彩
280,偶而也關注外匯
280,新聞風吹草動就拼澳洲
280,同時每天也上八掛版
280,關心大家在哭邀什麼議題
280,比如說台積電法說不樂觀，就自我聯想
280,啊只會做代工啦~給你再多錢你也花不完~討債哪~~
280,然後就去台積電留言
280,說我看你們研究發展費用平均才
280,這個在業界算多，但你們是台灣人的精神指標
280,應當要提高到
280,哥先買幾股零股，跟你們起打拼
280,發完廢文之後，再上家熱福網站留言
280,說誠如統這般市占率，在我鄉下也能開間，
280,如今得家熱福，應當更熱心公益，世人知了以後，
280,更加拱固品牌忠誠度，股票自然居高不下，
280,所以哥建議，法商做不到的，統做到了
280,即刻在家熱福腹地設置雨水回收，供顧客洗手
280,同時建置太陽能涼亭，且有小桌椅
280,可提供太陽能充手機，人狠話不多，哥報告完畢
280,然後繼續操股票，爬板各類廢文優文
280,加以批判討論之，不管專不專業，哥每個文都提個觀點
280,禮拜日也沒閒著
280,開視訊上或西瓜視頻或業配商品
280,如果你有小孩就接些需求產品
280,讓自已有吃又有喝~這樣董
280,反正就是豁出去了拉，哪怕熟人同學看到
280,哥就是不管，熟人同學也得給哥打賞
280,慢慢有些底就開始付費架站
280,哥自已懶得學，就看哪個便宜就買下來連管理費年多少
280,有廣告弄廣告，有拍手弄拍手
280,可以搞藍心金流弄第三方給人打賞就弄
280,直發股票和運彩心得
280,同時每天亮單，證明自已親力親為
280,榮辱與共
280,如果講到激動出還可以自拍內嵌
280,這個時代大家喜歡速食
280,那自已的微薄開始定沒人鳥你
280,可能到最後也沒人鳥你
280,沒關係，繼續實操股票和運彩
280,什麼股票記律全都拋諸腦後
280,哥隨機應變~
280,內功心法，全部與時俱進
280,幸運賺了錢定會荒
280,最好的方法還是投資實業
280,上天使募資看有沒有人需要天使資金
280,考驗你的眼光，借他十萬，他能不能談好條件
280,獲利後還我五萬再五萬
280,反正爛命條，
280,只有恢宏大度
280,然後天使資金企業年輕人有大賺回饋給你了
280,再去投資陳耀訓的鳳梨酥
280,反正什麼紅就搞什麼，十個有八個中
280,資金不要被綁死
280,就是不要搞車搞房
280,投資好吃的麵包，有品質的咖啡，供應鏈員工調度得宜的餐廳
280,有工序的洗車房，通通入股
280,這個靈活
280,有獲利定要想辦法搞個手工鳳梨酥或手工泡菜
280,第這是實業，第二可大可小
280,第三稍微有成有機會再貸款
280,第四不需很大的資金
280,在房價便宜的地方就請些千里馬來經營這樣的網拍事業
280,如果請到阿斗就再換掉，下次先上板條件寫好可以過濾些雜魚
280,自已不要去做，但是三不五時要去盯
280,當然也要有空也要去包春師傅的店學習人家專業控管
280,學個粽子頭就好，知道怎樣管理少年仔就好
280,自已仍是苦操股票和運彩價值投資
280,如此直循環
280,直到苦盡甘來
280,可以升級泡菜設備和鳳梨酥設備
280,同時申請，請便宜的千里馬業配產品
280,大概是這樣~
281,不意外啊，十多年前王凱傑事件台積電劉博士事件奈及利亞兄弟騙財騙色案，均有過熱烈討論
281,那時大家早知台灣嚴重白黑人限定，不只女性朋友，企業也是
281,本魯見證的案例
281,英語補習班，兩位老師
281,位是沒待過英語系國家沒受過純英文教育的羅馬尼亞人均萬鎂白人
281,位是加拿大長大的
281,猜猜兩位誰待遇比較好
281,沒錯，前者
281,英文比較爛的白人比英文母語的台灣人多薪水，還附住宿
282,諾蘭最近拍奧本海默
282,劇情講述了美國理論物理學家勞勃·奧本海默參與研製原子彈的過程
282,啊幹
282,台灣的台積電有改也可以拍部類似的傳記片吧
282,_
283,大家早安
283,鄰居阿姨想要目前就讀國的兒子將來去讀建中科學班
283,因為家長們都認為只要進入全國超強的建中科學班
283,之後不論是考醫科或是進入台積電等等都不是難事
283,，將來不論做啥也是站在台灣的頂端，等於是拿到人生勝利組的入場券
283,因此阿姨有打聽到某補習班有在針對如何進入科學班，進行上課以及模擬考試，但是費用
283,萬
283,請問版上有沒有之前就讀科學班的學長可以分享下上榜經驗，有沒有補習等
283,費用是多
283,少呢
283,謝謝前輩
284,驚呆了驚呆了
284,剛剛看到
284,中國恆大年虧了兆台幣個台積電
284,負債兆個台積電
284,有史以來地表虧最多的公司
284,賠掉這麼多的台積電
284,中國為啥跟沒事樣啊太扯
284,是不是資料有錯啊
284,大家怎麼看
285,拜託，台積電市值是五千億美金好嗎
285,不是五千億台幣
285,有兆台幣
285,台積電的體量怎麼可能這麼小
286,今日最後篇就獻給這題了
286,台灣有很多值得全球尊敬的強項
286,都是獨無二絕無僅有的世界奇觀
286,值得被世界看見並且被歷史銘記
286,簡單介紹幾個如下
286,學歷造假國家隊
286,由中華民國總統蔡英文
286,率領全民進黨支持林智堅學歷造假
286,並不惜與台灣大學對抗爆發後仍繼續硬挺
286,值得全球學習
286,政策黑箱國家隊
286,反黑箱反到黑箱到不肯放
286,高端黑箱至今未解
286,近期立法院繼續政策黑箱秒過法案大灑錢
286,值得全球學習
286,詐騙國家隊
286,柬埔寨肉豬等前所未見的詐騙型態越演越烈
286,還有如等眾多民進黨重量人物參與的案子
286,至於花費上百億的反詐騙辦公室
286,也是很值得全球學習的
286,抗中保台國家隊
286,三軍統帥不婚不孕美國阿公想進白宮
286,支持者要不領九萬要不在閃尿
286,裝備做成高等防彈衣安全性更是景點
286,能源在飛彈時就大停電糧食拿地種電
286,資安洩漏兩千三百萬個資
286,兵役則是有眾多優良示範
286,值得全球學習
286,高房價物價國家隊
286,在民進黨政府支撐下
286,全亞洲房價狂崩之時僅剩台灣枝獨秀
286,維持超高的價格與房價租金比例
286,物價則是繼續漲破天際
286,農民卻收不到錢菜蟲滿天飛
286,值得全球學習
286,用愛發電國家隊
286,號稱台電在藏電絕對不會缺電
286,發展綠能到各地農田種滿太陽能
286,卻仍有愛停電公共場合關冷氣
286,台積電都出來笑
286,值得全球學習
286,女權國家隊
286,支持性別平等女權優先
286,然後滿地性騷擾還有讓女黨員在車上吸懶叫的
286,可以搓可以揉可以吹可以射
286,辦公室車上戶外家裡隨時來發
286,不過這麼優質的文化就不要給全球學了
286,先讓我加入進去找女黨員爽爽再說
286,總結來說台灣是寶島
286,島嶼天光台灣獨立台灣囊博萬
286,台灣讓世界看到台灣
286,至於女黨員車上吸懶叫你我先上
286,大家都有民主的懶叫請起用愛支持台灣價值
287,先直接回答你的問題答案是沒有
287,台灣基本上現在的產業面向從蔣經國時代就開始萌芽並茁壯成長至今
287,上面那句是好聽點的講法說難聽點就是台灣目前只有半導體科技業能嗆邱
287,其他產業全部在國際上沒有任何競爭力
287,日本跟韓國無論在軍火航太汽車造船石化煉鋼等重工業領域都屌打台灣
287,這些產業台灣基本上已經無法跟日韓匹敵，更是無法撼動日韓在這些領域的地位
287,"所以實際上台灣目前就變成只有科技業能大把賺進外匯""唯""支柱型產業"
287,其他產業都只能依附在科技業之下苟活
287,"這也是全台各縣市甚至連屏東都要搞""科技園區""的原因"
287,要為台灣重工業轉型失敗的罪魁禍首我認為是陳菊跟謝長廷尤其是陳菊
287,因為高雄就是在他們的手上被他們硬是轉型成觀光城市
287,對於重工業可以說是不聞不問甚至不斷用環團予以打壓
287,這點以前版上很多討論這邊就不再贅述
287,但我想說的是，現在高雄的方向在暖男上台之後也變成像我剛剛講的
287,又變回全台科學園區模式所以你才可以看到高市府變台積電高雄分公司天天幫
287,台積電發言
287,只要有新聞有質疑台積電不去高雄高市府馬上就會出來闢謠
287,個直轄市沒有拿的出手的產業搞成全市冀希望於間私人企業真的是可笑
287,所以回過頭看我真的是不得不佩服當初小蔣對台灣的規劃
287,台灣現在完完全全就是照當初的規劃在跑除了高雄
287,結果跑出了台積電聯發科然後只有高雄脫隊結果現在變成怎樣
287,ㄏㄏ
288,媒體來源
288,工商時報
288,記者署名
288,曾麗芳
288,完整新聞標題
288,中科台積奈米擴廠案不變
288,完整新聞內文
288,中科日舉辦周年慶祝大會，面對外傳台積電奈米新廠將轉往高雄擴廠傳聞，中科管理
288,局長許茂新以斬釘截鐵的口吻說台積電奈米新廠擴廠案，定會留在中科
288,他強調
288,，只要台中市政府都委會能在月底前完成都市計畫大會審議案，中科的目標仍將力拚年底
288,前完成相關程序，交地給台積電擴廠使用
288,事實上，中科管理局已於今年月日函送都市計畫書圖給台中市政府，且已召開兩次專案
288,小組會議，在台中市都委會大會審議本案時，會議結論是請中科補正資料後再提大會審議
288,而中科於月日已依會議結論，將都市計畫案相關補正資料函送市府審議，惟時隔個月，
288,至今仍未召開大會審議，讓中科管理局相當著急
288,據悉，台中市都委會預計月底進行大會
288,審議
288,中科台中園區擴建二期計畫，是中科管理局為配合台積電進駐擴建奈米新廠，選定台中園
288,區西側興農高爾夫球場及周邊土地作為擴建範圍，計畫總面積約公頃，總開發經費初
288,估達億元，其中，單是土地徵收款就占了總開發經費的半以上
288,許茂新表示，目前正在推動中科台中園區擴建二期計畫，台積電奈米新廠完成後，估可提
288,"供,個就業機會創造約,億元年產值"
288,此外，中科二林園區規劃循環經濟風電維
288,運電動車優質生技及農機等主題產業專區，朝多元發展目標邁進
288,許茂新進步表示，中科在年產值首度突破兆元年持續成長達到兆元的亮眼
288,成績，今年期許營業額續創新高
288,目前中科園區已引進家廠商累積投資金額達到
288,兆元就業人數超過萬人
288,中科管理局日在周年慶頒發園區貢獻獎，獲獎者包括友達台積電等指標大廠，以
288,及和大董事長沈國榮現任新竹縣長楊文科以及有中科之父封號的陳明德等
288,完整新聞連結或短網址不可用等轉載媒體
288,/////
288,備註
288,中科管理局有我們邁發言人懂台積電
289,台積電實習
289,///
289,看這篇說在實習很涼，整天沒事做
289,下面竟然還有人附和說，覺得浪費時間閒到想離職
289,原來饒是也不會血汗到去操實習生嗎
289,會幫擋不准摧殘實習生啊
289,那這兩個月會扣在日後入職的新人保護期嗎
289,有沒有卦
290,所以台灣要建兩個廠
290,帥喔，誰說台積電要變美積電日積電
290,大規模在台投資有沒有看到
290,那些柯韓粉整天說台灣缺水缺電缺人才
290,缺水缺電缺人才台積電還會建廠嗎
290,你們這些唱雖小台灣的中共同路人
290,滾回去中國住啦
291,媒體來源
291,兩粒
291,記者署名
291,記者王翊綺台北報導
291,完整新聞標題
291,川普喊台灣搶走美國半導體工作
291,王美花回應台積電設廠是重要夥伴
291,完整新聞內文
291,///
291,▲經濟部長王美花指出，半導體進步繁榮，仰賴多國長期合作
291,圖經濟部提供
291,美國前總統川普近來語出驚人，受訪時稱台灣拿走美國所有的半導體
291,業工作，美國早該阻止台灣，應向台灣收稅對台建起貿易壁壘
291,對此，經濟部長王美
291,花從產業角度回應，半導體是非常複雜多元的供應鏈關係，從上游設計到製造封裝
291,測試等，不同國家有不同的角色，美國在設計設備占有全球最重要地位，與日本的材
291,料及歐洲設備等，形成多國合作，造成半導體進步繁榮
291,王美花表示，台灣和美國直都是最重要的夥伴關係，客戶也主要來自美國，設備也跟美
291,國有很密切的關係，美國絕大多數都提到，台灣是美國的重要夥伴，不是對立關係
291,，這也就是為什麼美國歡迎台積電去設廠，意味著雙方是非常好的夥伴關係
291,針對下半年電價不漲，因選舉關係要等選後才調漲
291,王美花說明，電價長期以來都跟國際
291,燃料成本相關，這方面過去俄烏戰爭有非常大的變化，今年以來燃料成本有在走穩，國際
291,預測機構也是這樣的看法，電價的討論和決定還是要回到審議委員會決定，和政治沒有關
291,係
291,至於柯文哲喊重啟服貿議題，王美花則說，國際局勢年來的變化，包括中國情形各國
291,對中國的態度，台灣作為民主國家，現在已經讓大家認識台灣品牌和中國不樣，
291,特別是
291,在資訊流及資安方面更是如此
291,，台灣是全世界重要的供應鏈，在貿易和國際合作都走在對
291,的方向，所以現在再來講服貿，以國際局勢和產業狀況來看，不是個好的選擇
291,完整新聞連結或短網址不可用等轉載媒體
291,///
291,備註
291,///
291,你的資安跟我們的資安是在平行時空嗎
292,談判高手都知道千萬別讓對手知道你的底牌
292,結果台灣丟出的牌有萊豬福食台積電
292,請問在國際談判上
292,台灣還有什麼底牌嗎
293,新加坡的產業根本像棒球的大聯盟啊
293,大聯盟就是世界最強的球員不管來自哪國都會想進入
293,如果把企業比喻為球員
293,總體來講
293,世界最強的企業都會想進駐新加坡
293,造成新加坡產業到處是外商而且都是最強的外商不依賴特定企業
293,台灣產業就好像中職
293,裡面的球員都是台灣本土培養的也就是台商但台商就弱弱的去打大聯盟只會被三振
293,當然很偶爾很偶爾也會培養出像台積電這種大聯盟等級的企業
293,但也就家然後如果有天台積電像建仔那樣掛掉變平庸了
293,台灣就爛掉了
293,韓國也是三星掛了就差不多了因為他們依賴本土球員
293,本土球員掛了整個聯盟就掰了國家競爭力就掰了
293,新加坡則不是就是大聯盟得世界英才來打球
293,就算本土球員都掛光光外籍球星還是堆願意在那裡打球
293,換句話說新加坡不太依賴任何特定公司而是建立個生態環境大聯盟
293,世界各國最強外商都想進駐設廠
293,谷歌強谷歌進入設廠蘋果強頻果進入設廠
293,改天蘋果掛掉了被取代了也會選新加坡進駐設廠
293,這種模式就像在買自動太弱換強永遠都有世界最強企業進駐不依賴特定企業
