,words
尚無,5
施作,5
為光,5
點早,5
副作用,5
有待,5
之稱,5
多出,5
集雅社,5
鷹派,5
耐受性,5
或將,5
一路下,5
良維,5
祈福,5
中過,5
大作,5
降準,5
會漲,5
主導地位,5
領銜,5
聰明,5
中華車,5
貼近,5
值型,5
工會,5
銀彈,5
進能,5
頹勢,5
產業界,5
無限,5
獲准,5
週三,5
轉率,5
允強,5
頂尖,5
財運,5
淺顯易懂,5
已降,5
黎方國,5
統計數據,5
藍籌,5
將依,5
糖尿病,5
上週五,5
改版,5
人們,5
可用,5
楊韻,5
沒想到,5
兩岸關係,5
優鮮,5
購屋,5
框架,5
開跑,5
經濟學家,5
炒房,5
汽車銷量,5
不及,5
極致,5
預售,5
生鮮,5
點週線,5
各式各樣,5
近幾個月,5
管制,5
銅鑼,5
熄火,5
高峰期,5
科則,5
川普,5
漲台,5
單週,5
霜淇淋,5
鋼鐵產業,5
翻轉,5
勤凱,5
踏實,5
醫在,5
四點,5
頻頻,5
主體,5
不住,5
全台灣,5
及士電,5
年長,5
順藥,5
星星,5
用到,5
選對,5
彩妝,5
人選,5
有史以來,5
驚驚漲,5
已回,5
當周,5
加工品,5
創業,5
研磨,5
票面,5
揚智,5
凌厲,5
攤開,5
仍屬,5
張培鏞,5
雲地,5
增月增,5
首款,5
部落,5
債中,5
餘則,5
富邦台,5
船齡,5
比上,5
中國電信,5
依賴,5
退休金,5
這筆,5
歲修,5
慢步,5
森威,5
電表,5
曙光,5
雲林,5
王浩宇,5
貢獻度,5
協力,5
金有,5
現實,5
要來,5
凱撒,5
通貨膨脹率,5
這裡,5
無敵,5
接到,5
柔性,5
內距,5
混亂,5
德麥,5
元月份,5
通膨率,5
登入,5
傾向,5
跌價,5
叛軍,5
互補性,5
基購,5
北海道,5
獲喬,5
增輝,5
掌控,5
看不到,5
期刊,5
給美系,5
暴風雪,5
穩步增長,5
容逸,5
其陽,5
策略師,5
兼備,5
點逆價,5
電訊,5
原油期貨,5
同事,5
大船,5
汽車品牌,5
雙向,5
助長,5
合成樹脂,5
單次殖,5
超市,5
創緯穎,5
鄭瑋勳,5
社交,5
但須,5
泰銖,5
緊張局勢,5
關鍵性,5
施行,5
決心,5
有成,5
增益,5
商店,5
並對,5
通用型,5
安防,5
抱得,5
商社,5
若有,5
率將,5
對焦,5
菜色,5
突破性,5
蓄勢待發,5
講話,5
抑制,5
雪友,5
二點,5
大師,5
聯鈞,5
口使,5
又稱,5
二日,5
近三成,5
繁榮,5
較長,5
底氣,5
病人數,5
點至點,5
六十,5
一美元,5
統整,5
矽穎崴,5
名為,5
車險,5
管理費,5
大將,5
收以,5
兩平,5
拉開,5
萬件,5
此為,5
成型,5
遠勝,5
盤元,5
型台,5
轉到,5
京元電,5
乏力,5
元連,5
加熱,5
老化,5
科日,5
中店,5
銅材,5
清理,5
次高,5
財大,5
廠安謀,5
強的,5
大田,5
藥事,5
延緩,5
依循,5
黑不買紅,5
銷售業務,5
增到,5
減月,5
贖回,5
人壽,5
變大,5
攻上,5
雲達,5
近萬人,5
好彩頭,5
德永業,5
報點,5
抵消,5
雙面,5
豐台灣,5
周年,5
施曉娟,5
冷卻,5
可靠性,5
領導品牌,5
三菱,5
打包,5
學院,5
走勢圖,5
顛簸,5
一併,5
季配息,5
之路,5
壓軸,5
強納森,5
柯堤,5
負債表,5
收緊,5
再有,5
美利達,5
工具鋼,5
五家,5
為元元元,5
將旗,5
席次,5
攤銷,5
去年初,5
上緯,5
並已,5
通膨與,5
可控,5
八貫,5
方興未艾,5
增較,5
居前,5
擴大再生,5
水利,5
純水,5
橋頭,5
升壓,5
不遠,5
工程款,5
拜登,5
想到,5
剛剛,5
檔高,5
之星,5
大哥大,5
滿手,5
過快,5
此前,5
消防局,5
電子元件,5
小於,5
折價券,5
抬頭,5
正瀚,5
詹家,5
便利店,5
的還,5
關鍵因素,5
撲滿,5
一句,5
布建,5
稅務,5
全滿,5
鋁圈,5
相反,5
出場,5
好壞,5
屆滿,5
節省,5
股票價格,5
占據,5
開航,5
神經,5
創將,5
大者,5
拉大,5
國際級,5
美妝,5
攀上,5
能為,5
融入,5
歐系,5
放棄,5
買下,5
總結,5
電線電纜,5
魏哲家,5
衝到,5
建築物,5
電平,5
掃碼,5
漢翔,5
反壓,5
收季增,5
反向,5
洋基,5
葡萄牙,5
專長,5
燈號,5
日元,5
首航,5
買台,5
西洋,5
法蘭克福,5
至季,5
群聚,5
保養品,5
車齡,5
改款,5
碳鋼,5
新盤,5
迴轉,5
富華,5
柴油,5
起到,5
競標,5
電子書,5
海纜,5
零用錢,5
客機,5
投保,5
火災,5
億餘元,5
地上權,5
高中,5
則會,5
家中,5
置地,5
催化劑,5
開學,5
地中海,5
海運業,5
汙水,5
海水,5
總監,5
決議案,5
因新,5
現增,5
可將,5
二座,5
高到,5
配電盤,5
屬偏,5
美國銀行,5
排名第,5
每張,5
電氣,5
商轉,5
中裕,5
光阻,5
裕隆,5
備受矚目,5
以色列,5
光聯,5
躍龍,5
低潮,5
回沖,5
清潔,5
最適,5
捷運,5
日商,5
沈尚弘,5
聽信,5
外還,5
下載,5
生命週期,5
新進,5
互補,5
匯聚,5
直線,5
塑造,5
原油價格,5
一萬元,5
估將,5
規模較,5
新產線,5
輕量,5
亞利桑那州,5
發言,5
坐擁,5
連接線,5
滲透,5
含量,5
萊德,5
停歇,5
或略,5
一場,5
看增,5
不賣,5
個案,5
五倍,5
哲學,5
粉絲團,5
犒賞,5
宏仁,5
碼頭,5
不多,5
頻傳,5
前二大,5
產業園,5
導線,5
進化,5
擴編,5
巴拿馬,5
改道,5
美東,5
設施,5
數據機,5
帳單,5
寒冬,5
傳輸速度,5
溫帶,5
投資決策,5
消退,5
收貨人,5
輕易,5
個資,5
電影,5
舉例來說,5
失去,5
金占,5
消息面,5
收跌,5
中科,5
趕上,5
第五名,5
廠辦,5
說話,5
檢討,5
追募,5
萬多口,5
至倍,5
取決於,5
再配,5
協約,5
營利,5
汽輪發電,5
率高,5
貨車,5
線下,5
賣點,5
首座,5
發電廠,5
開關設備,5
沒關係,5
會館,5
說會,5
房建,5
南方,5
重於,5
工藝,5
退出,5
稅收,5
憂心,5
五季,5
王石,5
友通,5
高法,5
絕佳,5
明光,5
續增,5
多一點,5
步伐,5
盯盤,5
彭博社,5
中下旬,5
執行力,5
上行,5
為元擬,5
適足,5
瑞耘,5
波若威,5
用料,5
將更,5
之餘,5
滿元,5
國際貨幣基金,5
第三次,5
增自結,5
多日,5
冷藏,5
為元以,5
醫學中心,5
缺乏,5
國產化,5
製品,5
及類,5
昭陽,5
現已,5
穩盤,5
傳產類,5
入選,5
段落,5
許可,5
遠距,5
起步,5
更快,5
人次,5
開賣,5
大展,5
甜甜,5
料源,5
排程,5
中歐,5
還多,5
手術室,5
進一步提高,5
加重,5
亮相,5
明晟,5
創作,5
兆勤,5
股外,5
廠聯,5
六家,5
撥款,5
新纖,5
降元,5
中部,5
零配件,5
增及,5
平常,5
拜訪,5
股前,5
則收,5
聲景,5
編列,5
主動型,5
慶祝,5
自付,5
缺點,5
提請,5
中研院,5
廣東,5
外電報導,5
電子報,5
問卷,5
端的,5
打出,5
偏光片,5
增產,5
根基,5
增胖,5
共信,5
第一手,5
睿生,5
遭賣,5
潤德,5
基合金,5
保持穩定,5
大美債,5
的則,5
會先,5
三箭,5
會場,5
再起,5
暴衝,5
發科鴻海,5
首推,5
百分之,5
美台,5
轉而,5
猶豫,5
視角,5
輕奢,5
德州,5
接力,5
邊境,5
單位成本,5
年則,5
發光,5
組合成,5
二極體,5
存放,5
燃燈,5
儀表板,5
周周配,5
深獲,5
總營,5
蔡榮宗,5
聯想,5
拍照,5
警訊,5
即為,5
收割,5
至約,5
往來,5
華美,5
回溯,5
無礙,5
卡片,5
高大,5
續揚,5
壓回,5
紅棒,5
隱藏,5
華研,5
背離,5
北美地區,5
總裝,5
萬名,5
較強,5
元大滬,5
賣方,5
電是,5
車電,5
漲收元,5
中大摩,5
壓縮,5
買買,5
來台,5
二周,5
收市,5
連網,5
都還沒,5
公平,5
信越,5
三周,5
擬配息,5
破壞,5
時會,5
深正,5
小年夜,5
八檔,5
調高至,5
及奈米,5
抽中,5
錢潮,5
圖片,5
群山,5
足以,5
連三紅,5
結構性,5
採訪,5
數萬人,5
陸廠,5
智邦,5
高等,5
中僅,5
桌機,5
達化,5
遭逢,5
野餐,5
元上,5
氣盛,5
勞工,5
杜拜,5
頑強,5
應以,5
雲品,5
般的,5
股票交易,5
積體電路,5
輸給,5
敲定,5
助理,5
淡旺季,5
現今,5
諮詢,5
發酵法,5
妥善,5
經典,5
想不到,5
質優,5
放心,5
最重,5
廣積,5
明定,5
家登,5
光華,5
週轉,5
力致,5
買張,5
財務指標,5
小覷,5
高昂,5
業年,4
國家隊,4
苗大,4
穩得,4
鑑識,4
等業外,4
桃竹,4
風氣,4
複合材料,4
深交所,4
廊道,4
鑑於,4
靜待,4
少量,4
科等,4
指南,4
已落底,4
價元以,4
過渡期,4
與時俱進,4
至家,4
萬寶,4
連漲,4
魔咒,4
控制力,4
受制於,4
國光,4
過半,4
彙總,4
撙節,4
美西,4
低密度,4
復興,4
主旋律,4
利多消息,4
連假前,4
度及,4
葉正賢,4
火警,4
大顯身手,4
二分之一,4
群及,4
導電,4
三台,4
飛宏,4
還需,4
倡議,4
保時捷,4
公司法,4
用途,4
資賣,4
任意,4
人臉,4
排量,4
應逢,4
達兆,4
保衛戰,4
宏齊,4
劉揚偉,4
數千,4
超薄,4
賦能,4
達富,4
舊廠,4
保養,4
改建,4
森啟,4
日線圖,4
跳躍式,4
一致性,4
機房,4
次於,4
企業應用,4
增攀,4
存儲,4
達科,4
能源管理,4
客戶關係,4
遠超,4
分級,4
電眼,4
鬆綁,4
承租,4
生產商,4
陳俊宏,4
預約,4
明後年,4
連二買,4
研議,4
鎖住,4
收會,4
微減,4
形狀,4
造型,4
多億元,4
明顯增加,4
股量,4
合晶,4
產業協會,4
鏡及,4
憧憬,4
減近,4
廠日,4
最壞,4
世芯將,4
顏值,4
聚氯乙烯,4
國營企業,4
市調,4
元並,4
太平,4
現賣,4
彰化,4
光纖網,4
文曄智,4
殺至,4
高後衝,4
減該,4
並獲,4
初評,4
廈門,4
達元營,4
傳載,4
招牌,4
削弱,4
廠八貫,4
點櫃,4
瑞鼎,4
被迫,4
鄒孔訓,4
並會,4
大跳水,4
毫米波,4
處置,4
及物,4
服裝,4
月相,4
增逾倍,4
比則,4
正負,4
淨利潤,4
化學工業,4
適用於,4
堅挺,4
布暨,4
泛用,4
從漲,4
黑天鵝,4
出遊,4
換約,4
兩期,4
起色,4
仍守,4
不旺,4
賠付,4
看著,4
冬季,4
煉油廠,4
廠奇,4
沉重,4
投融資,4
其年,4
波羅的海,4
名店,4
為龍年,4
串接,4
一座,4
股東大會,4
臨時,4
區隔,4
擴及,4
比利時,4
傳奇,4
剝離,4
但台,4
伴手禮,4
將因,4
物流配送,4
保有量,4
空巴,4
電計畫,4
士電上,4
興達,4
供電,4
發到,4
盛傳,4
公司財務,4
盛大,4
電爐,4
元跌元,4
至元間,4
封存,4
煅燒,4
分子,4
產品設計,4
綿密,4
保留盈餘,4
增富邦媒,4
信驊力,4
大幅度,4
迎春,4
少年,4
廠燁聯,4
通報,4
週五,4
貨品,4
電張,4
擁塞,4
缺船,4
煉鋼,4
減壓,4
中鴻,4
中原,4
前來,4
該案,4
創張,4
不太好,4
幣別,4
債的,4
完銷,4
經貿,4
新店,4
輔以,4
百檔,4
團購,4
永康,4
附價,4
株式會社,4
裕典,4
廣場,4
新興國家,4
過長,4
轉盤,4
冷軋,4
架上,4
下個,4
此項,4
新網,4
碳交所,4
自願,4
醫師,4
岱宇,4
連二紅,4
先贏,4
星巴克,4
深入研究,4
雷弟,4
為家,4
大統,4
參半,4
胎盤,4
航機,4
鎳價,4
三座,4
中南部,4
凝聚,4
元大摩,4
視陽,4
硬化症,4
波蘭,4
製造業者,4
估營,4
製成,4
三元,4
收元漲,4
單店,4
太空,4
電子化,4
全將,4
資金來源,4
加空,4
包袱,4
部副,4
英國倫敦,4
收假,4
耐受,4
星等,4
締結,4
運動用品,4
風險投資,4
共將,4
多筆,4
客戶服務,4
定穎,4
週線,4
至個,4
李坤憲,4
元依,4
個人資料,4
將更為,4
生成,4
每秒,4
生化,4
地點,4
元漲,4
台達,4
群起,4
造福,4
配戴,4
減重,4
以萬八,4
新金,4
板屋,4
牛排,4
享鴨,4
比雅久,4
公辦,4
且將,4
途徑,4
李章,4
能服,4
多以,4
又將,4
調幅,4
平均地權,4
並訂,4
周邊產品,4
將隨著,4
訂席,4
八到,4
系統工程,4
雲林縣,4
時以,4
公用,4
低者,4
電營收,4
晶圓代,4
致茂,4
嘉南,4
象徵,4
行經,4
不具,4
創高後拉回,4
承壓,4
電漿,4
公尺,4
增上,4
瓦城,4
諸如,4
表彰,4
行將,4
在建,4
然因,4
個體,4
中餐廳,4
植物,4
顯學,4
南非,4
宏觀經濟,4
食物,4
筆者,4
蔬食,4
檔檔,4
功臣,4
相機,4
頒獎典禮,4
冰箱,4
大降,4
揚聲器,4
震幅,4
數萬,4
廣告業務,4
聯繫,4
失業率,4
水下,4
漸入佳境,4
結構調整,4
台郡,4
準備金,4
特殊鋼,4
中起,4
寄予厚望,4
金萬林,4
充分反映,4
並成,4
通訊設備,4
位與,4
大業,4
低耗,4
舊金山,4
主持,4
洽商,4
商城,4
日大漲,4
失利,4
收於點,4
通膨朝,4
七雄,4
台電及,4
診療,4
名有,4
兩艘,4
豪宅,4
再衝,4
東台,4
畫法,4
新北市,4
新版,4
商品交易,4
中及,4
銀行法,4
展將,4
星河,4
私人,4
京元,4
分化,4
電信業務,4
林芷麒,4
用量,4
元緯創,4
尼龍,4
涉嫌,4
整股,4
美林,4
正數,4
銜接,4
由負,4
遊走,4
潛能,4
超純水,4
將轉,4
全季,4
七股,4
別區,4
首個,4
開募,4
雖年,4
叩關,4
通膨等,4
周末,4
壓榨,4
齊全,4
本期,4
松山,4
續航,4
趨於穩定,4
純益率,4
中釉,4
超則,4
年金,4
將由年,4
稼動,4
運營商,4
抵達,4
油脂,4
自去,4
不受,4
占台,4
電子展,4
財神,4
任期,4
編碼,4
且通,4
海力士,4
折舊費,4
定調,4
將和,4
率淨,4
陣營,4
將於日,4
壽險業,4
降為,4
前拉貨,4
為個,4
備抵,4
輕微,4
團圓,4
華銀,4
通話,4
生效日,4
單晶,4
難免,4
九個,4
增第季,4
午時,4
至碼,4
李昌鴻,4
先鋒,4
陪伴,4
大車,4
塑料,4
人工,4
面料,4
醋酸纖維,4
向前,4
轉旺,4
收較,4
談妥,4
豪華車,4
之中,4
硝煙,4
維修保養,4
換手,4
臨近,4
草莓,4
限期,4
台日,4
不讓,4
廠多,4
精挑細選,4
股輪動,4
元大滬深,4
街口,4
楊吉裕,4
理賠,4
生力軍,4
改質,4
眼鏡,4
全台家,4
外售,4
仍要,4
分公司,4
兒童,4
通聯,4
力挺,4
將讓,4
送暖,4
改由,4
將遠,4
春節前夕,4
越過,4
智財,4
票券,4
南向,4
業主權益,4
邱榮,4
高質量,4
汙染,4
第一盤,4
投片量,4
地平線,4
電元,4
鄧劍華,4
生技將,4
吃貨,4
點創,4
加乘,4
不容,4
第三階段,4
應景,4
開發商,4
選賣權,4
竹科,4
高級,4
漆包線,4
裁員,4
低溫,4
僅在,4
駭客,4
勞金,4
月通,4
而台,4
婚宴,4
半年度,4
奪下,4
署計畫,4
火鍋,4
維繫,4
除舊佈新,4
增減,4
日漲,4
發包,4
首波,4
跟不上,4
該項,4
全店,4
隨著輝,4
因逢,4
雙鴻則,4
八點,4
這座,4
五點,4
三十一點,4
而來,4
革命,4
淨額,4
有大,4
簽單,4
第周,4
險種,4
貨量,4
未歇,4
雖因,4
承業,4
技術升級,4
因已,4
人文,4
抗癌,4
包袋,4
演算,4
貴族,4
優秀人才,4
已見,4
一塊,4
澳門,4
價格指數,4
元均,4
低壓,4
總產,4
四日,4
節電,4
億年,4
政治局勢,4
新北,4
電會,4
福貞,4
力士,4
執照,4
世禾,4
汽車座椅,4
氣壓,4
輔導,4
乘坐,4
丙瑞林,4
成交價,4
包覆,4
生理,4
製表,4
數達家,4
中下游,4
及早,4
萬點大關,4
時下,4
不斷擴大,4
還可,4
林佳璋,4
美商,4
元該,4
元大漲,4
博瑞達,4
電氣化,4
甲骨文,4
肌肉,4
電容,4
引述,4
風險意識,4
第款,4
快訊,4
字母,4
等家,4
另有,4
新知,4
好康,4
八家,4
得主,4
上升時,4
二三,4
嚴格把關,4
驚奇,4
分數,4
多樣,4
婆婆,4
用電量,4
月則,4
數約,4
傳媒,4
財信,4
西線,4
每達,4
東線,4
掌上,4
節後,4
占營,4
收季減,4
聯合國,4
第一波,4
電力系統,4
並列,4
穩懋宏捷科,4
優良,4
得益於,4
金融公司,4
記憶卡,4
提問,4
櫃檯,4
全球電信,4
年時,4
電晶體,4
一八,4
將朝,4
聲音,4
日龍,4
便利商店,4
數據資料,4
台聚,4
輸往,4
雜誌,4
受到衝擊,4
范振鴻,4
藥劑,4
活塞環,4
資通,4
王伯莉,4
關節,4
全期,4
有效性,4
股網,4
車站,4
吳乙南,4
結婚,4
連個,4
有鑑於,4
奧特曼,4
潛望,4
較則,4
收繳,4
體積,4
熱能,4
張秉堂,4
低功耗,4
殺價,4
靶材,4
連八買,4
巴士,4
科月,4
東聯,4
景氣衰退,4
嚴守,4
施耐德,4
添增,4
潛力股,4
老舊,4
貨物運輸,4
護持,4
兩端,4
從前,4
比並,4
會落,4
華人,4
湯石,4
下移,4
概算,4
總投資額,4
擴增到,4
散光,4
外銷量,4
慧榮,4
朱晏民,4
前季,4
投標,4
不僅如此,4
展會,4
量販,4
世芯力,4
仍有,4
力山,4
單力道,4
主攻,4
伸科,4
六艘,4
美喆,4
步進,4
石塑,4
季末,4
增三大,4
牧場,4
口留,4
單則,4
增一,4
船下,4
水量,4
一增,4
中央銀行,4
報名,4
免責,4
受理,4
雙軌,4
創世紀,4
游庭,4
幾大,4
青新,4
七家,4
皓角,4
學習型,4
必應,4
違規,4
瞳孔,4
聯名,4
抽到,4
一級,4
全臉,4
另一家,4
分區,4
控制器,4
中富,4
新唐,4
以新,4
領航,4
小弟,4
由盈,4
棄船,4
淨增,4
總座,4
危老,4
租船,4
世博,4
演唱,4
點買權,4
三艘,4
命中,4
學者,4
推論,4
歌手,4
並進,4
拉貨潮,4
綠燈,4
森林,4
在此之前,4
黃金交叉,4
太平洋,4
納斯達克,4
承辦,4
光通,4
波力,4
亞果,4
無人,4
商場,4
雖僅,4
簽妥,4
現場,4
放眼,4
元山,4
六月,4
當成,4
一時,4
減半,4
生生不息,4
明年初,4
繼續執行,4
境內外,4
以股,4
慶幸,4
被動式,4
自體,4
卻步,4
時逢,4
爭相,4
修改,4
同創,4
抓住,4
創等,4
紅字,4
引頸,4
達個,4
分開,4
競爭者,4
殺出,4
一萬,4
講座,4
檢查,4
怡君,4
私訊,4
輿情,4
美國能源部,4
出處,4
約個,4
為兆元,4
知美幫,4
快速增長,4
點位,4
說不定,4
可行,4
改為,4
事務,4
愛爾達,4
直奔,4
三井,4
一步之遙,4
老母雞,4
總費用,4
例外,4
極佳,4
一批,4
很長,4
父母,4
債殖,4
生出,4
雪車,4
開運,4
買高,4
高夏普值,4
階梯式,4
青山,4
照站,4
非常適合,4
採行,4
沉積,4
再漲,4
付出,4
微脂體,4
中低,4
進榜,4
高若慈,4
採季,4
一環,4
美味,4
性低,4
巷弄,4
奇蹟,4
科技型,4
配息次,4
債種,4
全線,4
暗示,4
數發,4
留下來,4
全民,4
降評,4
會以,4
步步高,4
元凱基,4
老鐵,4
電占,4
不準,4
美晶,4
動盪,4
僅花,4
詳閱,4
傻眼,4
所料,4
培訓,4
首發,4
多且,4
親朋好友,4
中游,4
過了,4
未上市,4
自助餐,4
值年,4
打壓,4
如晶,4
符合條件,4
第一座,4
收費,4
成本增加,4
往上走,4
翻身,4
股指,4
全天候,4
市面,4
擇機,4
誤判,4
數倍,4
得出,4
吳彥,4
喜可士,4
認定,4
三張,4
店間,4
公用事業,4
愛德華,4
波克,4
穩定度,4
眼光,4
帳列,4
蔚為,4
手動,4
企業債,4
順序,4
誘因,4
側重,4
小心,4
後悔,4
先生,4
易懂,4
流傳,4
裡的,4
錯開,4
群益購,4
合庫,4
存高,4
禮拜,4
部將,4
撥出,4
玩法,4
筆記,4
必然,4
搞懂,4
改買,4
辦公大樓,4
隱憂,4
抄底,4
病房,4
腐蝕,4
浮出,4
檯面,4
還不,4
股匯,4
買好,4
股可,4
單壓,4
粗估,4
達陣,4
說過,4
蜜月,4
趕不上,4
資優生,4
雷射,4
手邊,4
電子郵件,4
當紅,4
謝富雅,4
完勝,4
日有,4
批評,4
立積,4
結論,4
元且,4
呼籲,4
誕生,4
王國,4
點燃,4
寶寶,4
天花板,4
單獨,4
新穎,4
豁免,4
鄰近,4
九月,4
兵家必爭之地,4
萬多,4
這部分,4
至年,4
輔助工具,4
公積金,4
故事,4
年齡層,4
報繳,4
老本,4
輝達財,4
金兆豐金,4
雜音,4
這句,4
好看,4
十二月,4
高含,4
金中,4
太多,4
填寫,4
股早,4
長大,4
中長,4
撐起,4
維田,4
這股,4
曹富凱,4
日落,4
僅元,4
懶得,4
這時候,4
認真,4
日誌,4
百分之六十五,4
名列前茅,4
施政,4
寵兒,4
台海,4
萬餘口,4
作多,4
瘋狂,4
縮至點,4
前強,4
垃圾,4
朝鮮半島,4
仍未轉,4
戰神,4
大選年,4
訂做,4
母體,4
第四名,4
週轉率,4
日子,4
吳文同,4
想想,4
勝出,4
入場,4
更會漲,4
顯影,4
居台,4
數泓科,4
滿意,4
限動,4
至萬人,4
恭喜,4
有種,4
這就,4
份量,4
首場,4
林惠姿,4
懶人,4
空氣,4
總和,4
定審,4
續旺,4
幾百張,4
乘勝追擊,4
拒絕,4
轉骨,4
三支,4
這並,4
股款予,4
標示,4
以年,4
碳排,4
堅持,4
慣例,4
股上,4
穩賺,4
起至,4
許忠成,4
質感,4
做台,4
曾盈,4
實至名歸,4
應是,4
公司業績,4
科目,4
優利高,4
信箱,4
相應,4
探討,4
時即,4
驚豔,4
懷疑,4
日時,4
漲回,4
今年過年,4
躍上,4
奪回,4
速將,4
爆紅,4
找尋,4
博晟,4
發行量,4
開案,4
環境因素,4
必需,4
之高,4
則將,4
日續,4
尹認,4
以致於,4
年股,4
派對,4
家庭主婦,4
服務器,4
優息元,4
月利率,4
科技領域,4
證交稅,4
蒸發,4
越長,4
充分發揮,4
漲至點,4
數月,4
近萬,4
投入資本,4
麻煩,4
該次,4
股期,4
平均分配,4
旗艦級,4
面貌,4
數一數二,4
名稱,4
長久,4
幸福,4
柴鼠,4
下手,4
愛滋病,4
一如,4
吃土,4
心法,4
勢在必行,4
脫鉤,4
本輪,4
著陸,4
看回,4
人大,4
期前,4
匯豐,4
學生族,4
災害,4
中台,4
繪製,4
合乎,4
市價,4
專門,4
明明,4
艾蜜莉,4
越能,4
庫藏,4
波克夏,4
存錢,4
走且,4
提撥,4
多半,4
元若以,4
迭創新高,4
年後台,4
爆棚,4
積電法,4
產品認證,4
損毀,4
唯有,4
至關重要,4
人居,4
款項,4
帳面價值,4
中聯,4
日產量,4
多點,4
開罰,4
大躍進,4
可謂,4
要角,4
動力學,4
使用量,4
太大,4
三是,4
可說,4
全民運動,4
月季,4
有著,4
特別注意,4
蓬勃,4
雖為,4
阻劑,4
這天,4
饗宴,4
這三大,4
社團,4
傲人,4
若將,4
德蘭,4
放進,4
席捲,4
荷蘭,4
豐沛,4
高而,4
級距,4
路線,4
發財,4
出資,4
冷氣,4
王誠宏,4
盤後大漲,4
本質,4
薄膜,4
談到,4
一兩年,4
板塊,4
清單,4
佔據,4
只增,3
冠州,3
休止符,3
周間,3
媒體廣告,3
週期性,3
三萬,3
晶圓段,3
第五年,3
續為,3
平均收入,3
選市,3
競相,3
各季,3
開頭,3
正文,3
低等,3
顛倒,3
零售商,3
事後,3
直供,3
增低,3
領回,3
顧大為,3
華星,3
管理方面,3
送元,3
八項,3
稅率,3
元元及,3
轟動,3
眼部,3
科法,3
細看,3
百款,3
訂下,3
打件,3
故當,3
會談,3
仁寶日,3
潰瘍,3
為須,3
貴金屬,3
貨物,3
處理廠,3
連賣,3
聯席會議,3
貿然,3
創建,3
日賣,3
監察,3
回萬八,3
橫盤,3
和平,3
趨之若鶩,3
以萬,3
海信,3
及財,3
張張,3
遊客,3
未含,3
好禮,3
高可,3
創和兆馳,3
新台幣兆元,3
供水,3
反饋,3
給你,3
超聯電,3
一零四,3
打造出,3
學名,3
平緩,3
近年以來,3
全村,3
藉此機會,3
晏平,3
經濟效益,3
年淨,3
權衡,3
回時,3
受輝,3
韓股,3
漢州,3
將於至,3
其營收,3
該車,3
帶起,3
沒差,3
樂天,3
糾結,3
普值,3
筆電及,3
生產能力,3
加倍,3
文曄若,3
交流會,3
三類,3
紓解,3
趕緊,3
新茶,3
入主,3
機及,3
沈柏延,3
補足,3
以元作,3
雞群,3
浪費時間,3
將帶,3
范婉瑜,3
投藥,3
鋼絲網,3
輝達營,3
達特,3
是非,3
一體,3
嚴設,3
點焊,3
晶圓級,3
破線,3
警告,3
文本,3
號碼,3
機動,3
燒針,3
口數,3
重估,3
商品化,3
續加,3
之意,3
接隱碼,3
億口,3
盛事,3
正時,3
股大漲,3
同比,3
正夯,3
領的,3
保健藥,3
留存,3
投研,3
元作,3
高性能,3
塔卡,3
富貴,3
值得一提的是,3
人欲,3
升股,3
完年,3
迭代,3
電奇,3
凍漲,3
惟該,3
原號,3
違約金,3
艙潮,3
航運界,3
快逃,3
英里,3
兩市,3
起點,3
今天下午,3
助威,3
家店,3
元台灣,3
舞台,3
布拉格,3
櫃台,3
力推,3
市場前景,3
廠輝,3
肺動脈,3
第三類,3
專美於前,3
電熱,3
九家,3
雙市,3
為士電,3
擇股,3
分食,3
跨向,3
緊盯,3
前開,3
分佈,3
東證,3
買強,3
光緯穎祥碩,3
旺大立,3
大餅,3
設停,3
由輝,3
各重,3
愛爾蘭,3
伺服,3
南投,3
創智,3
廠家,3
售後服務,3
草案,3
獲三大,3
老話,3
初一,3
創惟,3
則約,3
信漢達,3
上中下游,3
時機成熟,3
漏接,3
推動者,3
思維,3
緊箍咒,3
零部件,3
護理,3
興奮,3
清一色,3
三名,3
肥料,3
改裝,3
微增人,3
以群益,3
數將,3
及晶圓,3
陳家,3
等國,3
自創,3
偕同,3
經濟指標,3
東亞,3
千人,3
高利,3
走入,3
息值,3
由略,3
浩鼎,3
新局,3
例子,3
置於,3
有位,3
各別,3
短打,3
不利於,3
抗老,3
任命,3
平權,3
解盲,3
依日,3
位數,3
元擬,3
實用,3
懷孕,3
觸媒,3
逆變器,3
礦業,3
陰性,3
代收,3
股性,3
未改,3
不低,3
到並,3
搶補,3
基士德,3
解散,3
元及,3
諸多,3
廣受,3
收續,3
一道,3
黑棒,3
並以,3
中約,3
一週,3
小港,3
股近,3
亞航,3
電成,3
股美股,3
些微,3
擇時,3
錯失,3
租家,3
一對一,3
購併,3
點中,3
專櫃,3
因美,3
行程,3
探詢,3
前高元,3
計畫重,3
十數家,3
地農,3
張振山,3
上榜,3
膨低,3
舉足輕重,3
投資氣氛,3
密度,3
空前,3
案源,3
美光,3
肉毒,3
密切合作,3
鋁合金,3
第六條,3
補充規定,3
第四十條,3
第二十八條,3
亞矽,3
第四條,3
工安,3
計股,3
有勁,3
核定,3
開曼,3
代理權,3
手遊,3
該遊戲,3
直至,3
尖端技術,3
大戲,3
撤出,3
風生水,3
之二,3
買會,3
第四十三條,3
蔬果,3
高技術,3
其中奇,3
島嶼,3
飛航,3
環節,3
過來,3
主張,3
