system_id,dataSource,artUrl,artDate,artTitle,artContent,boardID,commentCount,department,gender,school
317,Dcard,https://www.dcard.tw/f/travel/p/255300700,2024-04-18 06:36:30,#國外遊記 轉售韓國esim 兩張吃到飽,"⚠️沒注意好時間就提早兌換出來，兌換後30天內須啟用(最後啟用日5/18)
⚠️5/18以前要去韓國的都可以用！

**購於蝦皮網卡專賣店(可提供網卡專賣店賣場,可看注意事項)
**原售價$369/張  此售價$360/張
   提供QR CODE
   可用6日  吃到飽！！！
**意者請私訊，謝謝各位帥哥美女",travel,0,qq.chloe,F,強森
318,Dcard,https://www.dcard.tw/f/travel/p/255295826,2024-04-17 15:24:41,#徵旅伴 #徵團友 暑假7/18韓國五日「無購物」跟團～,"暑假打算帶家人去韓國旅遊
看過很多都是被關小房間，所以找好資料後
選擇了山富的無購物行程

雖然山富最近被罵到爆
但之前跟過還不錯所以再選擇一次
到目前為止跟業務的對談滿順利且都馬上回覆
業務也滿有耐心的！
欲報名的可以私訊我詢問業務的編號，這樣會比較快被處理～

7/18出發，內容我覺得大致上觀光景點都有去到，團名請看文章截圖～每日行程會放在留言區
16人才能成團，目前我們這邊已報名8位了（5成）
這團的優點目前看起來是便宜的無購物行程
班機時間早去晚回，且是廉航，所以團費才比較便宜！
因為去年底阿公過世，所以決定暑假帶阿嬤出國走走
他已經快10年沒出國了也沒去過韓國玩
所以真的很希望可以成團🥺

",travel,1,jenny6782,F,詠詠他爸的粉絲
319,Dcard,https://www.dcard.tw/f/travel/p/255293417,2024-04-17 11:37:47,#徵旅伴 濟州島 8/3～8/8 韓國 濟州 旅伴,"如題 ，剛好8/3到8/7或8/8在濟州島的旅伴！
希望找到人一起玩濟州島～
可以租機車 租汽車 （我有駕照）或是一起吃飯 
（分房間倒是都可以～感覺濟州島住宿不會很貴）
有歐洲2個月的自助經驗～也有很多亞洲地區的旅遊經驗!",travel,0,醫學系,M,中山醫學大學
320,Dcard,https://www.dcard.tw/f/travel/p/254594671,2024-02-03 13:05:45,#國外 菁選旅行社20240414全義揪團文,"本身是小資結婚，想把錢錢花在蜜月旅行上～
所以跟另一半約好要找有義大利的豪華蜜月團～

大家熟悉的豪華蜜月團也是觀望很久，但看來看去好像都沒有看到心坎裡去。
雖然義大利的行程每個旅行社的行程大同小異，但有的時候還是有A就沒有B，有B就沒有A,在苦惱要怎麼選擇時，因緣際會之下發現很新穎的菁選旅行社！
不但心中想要的ABCD點都有，細細了解行程跟餐食後就立馬決定就是他了！

選擇的原因：
1. 比起周遊列國，更在乎整體旅程的質量，舉凡景點、住宿、餐食，每個都很重要！這也是選擇高價團的最主要原因。
2. 一生一次的蜜月，不想要花太多時間在拉車上，所以只選擇一個國家～所以選擇了兼具美食🍕、購物🛍️好買又富含歷史文化底蘊的義大利🇮🇹！
3. 由於義大利很狹長，旅行社在交通工具方面選擇了國內班機&高速列車，大幅縮減拉車時間😍
4. 14天的行程，扣除飛機上過夜，總共會在當地住宿11天，其中就有五天住五星旅館，如同貴族般享受
5. 用餐米其林的餐廳比例也是很高！自理跟中式的部分只有各兩餐。
6. 整體行程品質都是走奢華路線，價格相較他社也是便宜一些些的！
7. 個人想去的地點都有，完全都不需要割捨！！自由購物時間也很充裕！（之前跟團韓國，自由時間都很短，逛街都逛的很匆忙😢）

綜合上述的優點～
就直接選擇菁選旅行社的義大利14日行程～
目前即將成團，一起衝一波吧！！


https://sticker-assets.dcard.tw/images/b171fdb5-1942-473b-9854-44f63486bf2f/orig.png",travel,0,,F,銘傳大學
321,Dcard,https://www.dcard.tw/f/travel/p/254606802,2024-02-05 04:10:39,#國外 🇰🇷暑假七月底韓國游 求幫看行程！,"七月底打算跟朋友去韓國玩啦～
沒有韓服做臉等特殊需求！
機票酒店都訂了 行程大致排好了
住明洞 會去東大門弘大漢南洞梨泰院等等！

想請大家看看這行程可不可行






主要是以地鐵直達來排的～
有些店名不是非去不可！
想問問大家這行程可以嗎

有推薦弘大或明洞的便宜住宿麻煩轟炸我！
（酒店目前訂的是可以免費取消）
有必去的店或必吃的也轟炸我謝謝！！！
https://sticker-assets.dcard.tw/images/8a3d2c5b-60a0-40ca-8334-240c0952e400/orig.png",travel,0,unizz00,F,匿名
322,Dcard,https://www.dcard.tw/f/travel/p/254598419,2024-02-04 03:25:02,#國外 #國外#韓國#徵旅伴,"3/19會去韓國獨旅
想找個人一起去逛街、吃飯🥹",travel,0,rollly_,F,Hun
323,Dcard,https://www.dcard.tw/f/travel/p/254604720,2024-02-04 17:50:11,#國外 韓國金浦機場到明洞交通,如題，下週要去首爾從金浦機場入境，旅館在明洞，想問一下除了機場捷運，看板上較少機場巴士的資訊，有哪條路線可以搭去明洞的，想說這樣可以省掉轉車拿行李的麻煩。,travel,1,,M,國立中央大學
324,Dcard,https://www.dcard.tw/f/travel/p/254715103,2024-02-19 04:46:45,#國外 釜山自由行 Day3,"用清晨的海景開啟這一天


這天我們選擇跟KKDAY的一日遊拜訪慶州（兩人團費約3600元），搭了巴士驅車前往慶州。車上有配有英文與中文導遊，中文導遊是台灣人嫁到韓國，說了很多歷史跟台韓文化差異，當下很認真聽，結果隔天都還給她了😂

第一站佛國寺




本來團費沒有含午餐，導遊為了行程順利幫忙直接安排的午餐，兩人另收約750元

小菜可以無限續，整體來說還行
至少不會發生苦等某些烏龜團員而延誤後面行程

餐廳外面的街景也很美餒～


月精橋&校村，這個地方因為空曠無遮蔽物，有夠冷！！冷到皮膚的麻掉



大陵苑，這些小土丘其實都是一個個的墳墓，我們並沒有入內參觀


旁邊可以逛街的皇禮團路
整條街道很乾淨，一樣充滿聖誕節氣氛
都是一些可愛的小店與食物


值得一提的是導遊推薦的韓式炸雞，有～～夠好吃！


慶州最後一站 雁鴨池



乘坐巴士回到海雲台
吃一個釜山必吃的豬肉湯飯（下圖），不過我個人比較愛醒酒湯（上圖）



最後散步在浪漫的海雲台夜景旁走回飯店
",travel,2,tg3403,F,(˶‾᷄ ⁻̫ ‾᷅˵)
325,Dcard,https://www.dcard.tw/f/travel/p/254718359,2024-02-19 09:53:15,#國外 受夠女朋友出國都在追星==,"如題 上個禮拜跟女友去韓國玩
一開始行程規劃是女友安排 
我想說首爾跟去西門町差不多 女友想去哪 都沒差
結果一到韓國放完行李女友就說要去偶像的生日咖啡店
我想說好吧就去吧 結果真的很無聊 就一群迷妺在那邊拍照自嗨而已

隔天有定好的行程了，他又要買跟偶像同款的衣服，
然後打斷行程搭車跑了好多家店去找，我都在旁邊陪他
逛街到一半要停在路邊等他看完直播，才能繼續往前走==

晚上回酒店也是，本來想說總算可以有兩個人的時光了
結果他又要看偶像的影片 一看就是一整晚 什麼交流都沒有...
我覺得我耗盡所有的耐心，後來回台玩有跟他溝通，關於他追星的這些問題
然後他回我的意思是，我只是嫉妒他的偶像，是我心胸狹窄
想問各位我有做錯什麼嗎？
有人的女友也是迷妹嗎？可以分享一下你們是怎麼調解的嗎？",travel,252,,M,銘傳大學
326,Dcard,https://www.dcard.tw/f/travel/p/254723201,2024-02-19 17:18:01,#國外 這能放在行李箱托運嗎,"如標題，在網路上找了很久都沒有答案，想知道這種金屬的小夾子可以放在行李箱裡面托運嗎，過兩天要去韓國，看網上說金屬尖尖的東西有危險不能帶，會被攔下來，但也有人說飾品可以，所以想問有沒有人帶過這種金屬夾子出國的？*急需答案謝謝🙏
",travel,7,aa53131722,F,閃光
327,Dcard,https://www.dcard.tw/f/travel/p/254733500,2024-02-20 14:03:14,#國外 🇰🇷七天六夜大邱+慶州+釜山行🇰🇷,"嗨咿👋🏻上個月剛回來好不容易把行程整理好
意猶未盡 決定分享給大家✨

❗️圖多文長 請耐心服用❗️

💡先回答大家最常問的幾個問題
Q1.總共花費多少錢？
➡️來回機票+6晚住宿 16321$/人，加上買衣服、化妝品、吃東西吧啦吧啦的總花費大概落在32000-40000$之間

Q2.住哪間飯店？
➡️大邱住Airbnb 的小套房，先說大邱的住宿我不推，因為冬天熱水不夠熱洗澡真的很想死🥲一個晚上1365$，房間算大，行李攤開都有位子走，有洗衣機跟陽台，要洗/曬衣服蠻方便的，有興趣的話再私訊我
➡️釜山住海雲台的Mipo Oceanside Hotel，這間巨巨推，價錢便宜、房間看出去就是無敵海景、有免費早餐、可以洗衣服，服務等等無話可說，完全會回訪！

Q3.行李來回幾公斤？搭什麼航空？
➡️來回都是虎航，大邱進、釜山出
🌟這次為了省機票，總共來回4張都分開買
💁🏻‍♂️去20kg托運&10kg手提/回25kg托運&10kg手提
💁🏻‍♀️去10kg手提/回10kg手提
➡️這樣買雖然麻煩，但真的有省到，行李最後手提都還有空間👌🏻

Q4.去當地要換很多韓元嗎？可以刷卡嗎？
➡️我跟男友都各換3000$台幣，我再帶10000$台幣備用，但其實在韓國基本上除了加值跟菜市場行程(吃魚板、買草莓之類的)，都用不到現金，所以我覺得換3000就很夠用了👍🏻
/
好的行程開始٩(ˊᗜˋ*)و
🌟大邱🌟
-1/19 Day1 出發大邱🏃
14.30到桃園機場➡️16.40虎航飛機➡️19.55到韓國大邱➡️前往Airbnb ➡️隨意吃烤腸逛逛
/
⬇️隨便找一間人多的烤腸店就進去了 好吃 ·͜· ︎︎ᕷ

大邱注意⚠️
➡️地鐵站不能加值Tmoney要在CU或GS25便利商店才可以加值(一次要加多一點)
🚌下飛機後：搭101或401公車(搭五站)到市政廳，轉橘色地鐵到顯忠路站1號出口
🏠大邱住宿：捷運顯忠路站(橘線)1號出口
🚩烤腸一條街：安吉朗站3號出口
/
-1/20 Day2 市場吃吃喝喝 找草莓🍓
早起出門➡️西門市場吃燉排骨（경희식당 )+找草莓➡️市區古蹟巡禮（橘線新南站開始）➡️桂山聖堂 紅豆麵包 老屋星巴克 金光石街➡️前山咖啡街➡️前山公園夜景(安吉郎站4號出口搭401-1公車）➡️下來吃巨松排骨
🚠前山纜車：12000韓幣/人
/
☔️當天那個雨真的是下龜剛ㄟ🥲
本來想說要去市區徒步古蹟巡禮，晚上再去前山看夜景，但是天氣又冷又濕，最後雖然有逛到古蹟，但就沒上去看夜景，跑去逛街了，小可惜ಥ_ಥ
/
⬇️有去單身即地獄—鎮錫在大邱的咖啡廳！
其實口味普通，蛋糕滿乾的，純去踩點就好👌🏻

⬇️草莓又大又甜 這樣一盆大概300$台幣🥹

🌟釜山🌟
-1/21 Day3前進釜山🏃
起床梳洗早餐(跟大邱說掰掰)➡️到東大邱站搭客運到海雲台➡️15.後飯店放行李check in ➡️西面逛逛吃湯飯🥣➡️廣安里逛逛(綠線廣安站3號出口）
/
🚌到釜山交通：
1.搭地鐵到東大邱站(橘線)買巴士票到海雲台(賣票機都有中文)
2.單趟10500-13300韓幣
3.時間約70分鐘
4. 東大邱站綜合換乘中心/동대구역복합환승센터(동대구터미널)➡️ 釜山海雲台市外巴士停靠站(해운대시외버스정류소)
/
🌇廣安里夕陽+夜景也是先大推
建議大家可以傍晚抵達，先拍下午的廣安大橋，再去附近的咖啡廳坐著等日落，夜景也真的很美
而且我去的那天不知道是不是太冷了，沙灘上幾乎都沒人，所以超好拍👏🏻


🌟慶州🌟
-1/22 Day4慶州古蹟之旅🌄
7.飯店早餐➡️搭地鐵到老圃站(橘色底站)➡️搭巴士➡️去中央市場吃東西➡️大陵苑 瞻星台走走➡️喝咖啡➡️晚上東宮看夜景➡️巴士站回海雲台
/
🚌到慶州交通：橘線老圃站搭長途巴士(釜山綜合巴士客運站(부산종합버스터미널) 
5400韓元/人
🎫東宮&雁鴨池門票3000韓元/人
🏃KKday 跟團：早上10:30海雲台搭車 1943$/人(不含餐點)，可以去到佛國寺
/
🏯慶州真的 一 生 推
整個城市幾乎都是韓屋、古蹟，風景非常非常漂亮，大陵苑就像亞洲金字塔；晚上必去東宮，真的會美到忘不掉



有時間的話建議安排兩天一夜，就可以去更多地方！


喔 順帶一提後來發現海雲台客運站就可以直接搭車去慶州了，白白多花了一個小時在搭車( ･᷄ὢ･᷅ )
/
1/23 Day5草莓🍓 +汗蒸幕體驗♨️
起床早餐➡️釜田市場買草莓🍓吃吃喝喝➡️白淺灘文化村走走➡️momos手沖咖啡➡️晚餐➡️汗蒸幕➡️回飯店
🍓：釜田市場(橘色釜田站1號出口)
♨️汗蒸幕
1.海雲台Hill Spa：從飯店走路15分鐘(沿路是櫻花步道)10000$/人
2.釜山Spa Land(五星級)：地鐵到centum city站(綠線10號出口)20000$/人4小時
/
第五天行程就排得比較chill一點，畢竟前面幾天都走15000步以上，適合去汗蒸幕放鬆一下( ´▽｀)
⬇️這個是白淺灘文化村，天氣超好👍🏻

☕️喜歡喝手沖咖啡的建議可以去韓國當地非常有名的momos coffee！

❗️而 且 只 有 釜 山 有❗️
韓國總共兩間這次都有踩到點，一間超大的工廠在南浦洞走20分鐘左右會到；另一間在溫泉場站出口🏃
兩間風格截然不同，但都很漂亮！平日人也超多，大家也可以去朝聖！

(愛喝手沖的男友很喜歡，還帶了四包豆子回台灣哈🤭)

/
-1/24 Day6  機張吃蟹
起床化妝早餐➡️海雲台搭11:30的螃蟹接駁車➡️12.機張吃蟹➡️東海龍宮寺(藍線奧西利亞站1號出口)走走晃晃➡️晚餐
吃🦀的店家：기장대게（捷運機張站1號出口）
/
🥁來到這次也很期待的行程…帝王蟹！
想吃新鮮好吃的帝王蟹又不想去扎嘎其被當盤子坑，真的要來機張！
我們總共選了一隻帝王蟹+送一隻紅蟹+小菜、料理費、蟹膏炒飯…等等=大概260000韓幣左右
https://www.dcard.tw/v2/vivid/videos/f3d600d5-aae8-4ee9-bc09-abea22044ab9?megapx=true&r=1.7777777777777777
這個價錢雖然也是不小的花費，但是真的好鮮好好吃
終於可以吃到「蟹肉棒」的原型覺得很感動🥹
我們還另外買了十顆鮑魚10000韓幣，請店家代客料理，平均一顆才25$台幣，有沒有搞錯…超划！

而且我跟男友最後也是飽到不行，兩個人都被螃蟹撐死的程度🤣
/
沿途慢慢回海雲台也可以順路去海東龍宮寺，是蓋在海邊的寺廟，釜山的海不管什麼時候看都覺得好放鬆好美，值得👍🏻

-1/25 Day7
南浦洞、樂天超市逛街買東西➡️18.20 or 19.離開飯店搭地鐵➡️19.50到機場➡️20.55飛機回台灣
✈️西面站搭到沙上站(1號出口)，綠色轉紫色，換輕軌搭三站到機場
/
最後一天絕對是逛超市、買衣服、掃購oliveyoung的花錢行程啦(⁎⁍̴̛ᴗ⁍̴̛⁎)
因為我們飛機是晚上飛，之前去過金海機場也沒什麼可以買，所以最後一天就把時間全部市區拿去買買買了
🧳啊對了！我記得我們最後行李托運23公斤左右，兩個小行李手提都7-8公斤
⬇️最後附上釜山飯店看出去的海給大家✨

/
好滴！行程就在這邊給大家啦！
有什麼問題都歡迎留言問呦(｡◕ ∀ ◕｡)
/
by 釜山玩透透的me🦭",travel,5,flower_foodie,F,花食間
328,Dcard,https://www.dcard.tw/f/travel/p/254720015,2024-02-19 12:33:11,#國外 韓國退稅,想請問為什麼跟我同行的朋友都可以在購買的店裡當場退稅 但我沒辦法 是因為入境出了什麼問題嗎？？？,travel,2,,F,德明財經科技大學
329,Dcard,https://www.dcard.tw/f/travel/p/254717920,2024-02-19 09:12:14,#國外 徵旅伴 不限國家 長期找旅伴🌸,"#重發，帳號被bang了 我只好用朋友的再發一次😭

嗨嗨，我是之前一直在歐洲生活的留學生，下週開始要回台灣大概半年，由於朋友都不在台灣，所以想說看看能不能找人一起出國玩☀️之前都有徵旅伴的經驗，團體生活沒問題😻
希望可以找到年紀差不多的女生一起玩～
男生的話如果有其他人也ok 

🔺基本資料：
23歲、女生、ENFP快樂小狗
外相不尷尬
能動能靜能拍照
英文溝通沒問題

🔺個人旅遊習慣：
可窮遊也可豪華遊
住宿可以省，但吃飯偏不省🤣
但可以一餐省一餐不省這樣

🔺個人旅遊經驗：
西班牙、葡萄牙、法國、英國、冰島、瑞典、比利時、盧森堡、匈牙利、奧地利、德國、義大利、日本、韓國、美國、新加坡、馬爾地夫
以上皆自由行、安排行程沒問題👍
還被朋友說過是開旅行社的🤣

🔺目前有考慮要去的國家
日本：隨時可😍
富國島：三月
澳洲、紐西蘭：七月、八月
曼谷、峇里島、帛琉：考慮ing 

希望可以找到一起出門玩的旅伴，如果有什麼其他想去的地方可以也可以一起🌸
附上我家可愛ㄉ小布偶吸吸關注🤣

",travel,48,,F,長榮大學
330,Dcard,https://www.dcard.tw/f/travel/p/254688833,2024-02-16 07:29:27,#國外 蒐集護照章嗎？,"不知道有沒有人蒐集護照章～
因為現在不少國家都實施出入境電子化
比較少能像以前會在護照上蓋章
https://sticker-assets.dcard.tw/images/3530ffcc-0753-48e1-b890-3791471fd055/orig.png
這裏提供大家索要韓國出境章的小撇步
從仁川出境可以排人工櫃檯要求移民官蓋章
（但也是可能被拒絕QQ
或者自助通關後走向最左邊有個電話機
不要猶豫！拿起來！
向對方表明來意後基本都會蓋章～
溫馨提醒～這個方式僅限仁川機場喔！
https://sticker-assets.dcard.tw/images/73c6b900-8ac7-4e66-a69d-597041e6841c/orig.png",travel,0,,F,龍華科技大學
331,Dcard,https://www.dcard.tw/f/travel/p/254685644,2024-02-15 19:08:01,#國外 中國廣州轉機問題,"第一次搭需轉機的航班有點小擔心，有上網爬文但只查得到「需要台胞證」，想問問有經驗的大家：

*搭乘航班：
中國南方航空
CZ3050 河內➡️廣州
CZ339   廣州➡️首爾

1. 
中國轉機只需要台胞證，不需要額外辦中國簽證或其他資料對嗎？

2. 
轉機通常是自己決定要不要入境，還是根據航班有不同規定？
因為我的中轉停留時間只有2小時多，我能選擇不入境直接走去下個登機門嗎？

3.
要如何判斷行李是不是直掛？

4.
從越南飛中國，再飛韓國會有需要多申請什麼資料或有所限制嗎？還是就把越南簽、韓國簽+QR code辦好就可以了呢？

因為問題比較繁瑣，網路上沒查到所以上來問看看大神們，非常謝謝大家！祝大家都能有順利愉快的旅程～～",travel,0,,F,國立臺灣師範大學
332,Dcard,https://www.dcard.tw/f/travel/p/254690694,2024-02-16 11:10:07,#國外 #問 萬國行李箱請益,"各位大大好，小弟目前手邊有一顆萬國的9U2 Shutter 20吋行李箱，
近日要搭乘虎航前往韓國，
虎航的手提行李規定為54×38×23cm，
萬國官網寫的尺寸為54.4×38.5×23cm，
想請問有人帶過這顆行李箱登機過嗎？
或者試塞過鐵框的，大小會剛好嗎？
感謝各位大大解惑
",travel,1,canonusersare,M,佳能使用者都
333,Dcard,https://www.dcard.tw/f/travel/p/254678559,2024-02-15 04:00:45,#國外 #遊記分享 4D3Y韓國跟團,"
第一天的行程就是看個公園？老實說我也不曉得去吹風做什麼，反正就當做進新手村

溫度感覺起來大概就是-2°~2°左右，真的很冷，有預設會冷但沒想到已經接近春天還這麼冷

接下來就是吃晚餐？豆芽菜大骨跟馬鈴薯湯，老實說偏鹹但我覺得口感還是不錯(可是旁邊那團好像是吃一個什麼人蔘雞？？？）


吃完飯買了草莓跟葡萄，葡萄倒是沒有甚麼特別甜但也不會酸

草莓超大顆但也沒有到真的多甜，可是沒放冰箱第二天就全部發霉(是因為房間暖氣太強沒放冰箱嗎？🤔🤔）


這是第1.2天的住宿飯店，老實說看起來還不錯，早餐也還算可以，整潔及空間都還算足夠，




基本上家裡自由行很久，也習慣到了住宿都會去附近找找美食

意外的找到這家，一開始Google 看到但到現場其實冷到沒啥思緒，根本沒辦法冷靜找到在哪裡

結果意外的家人看上門口那個大骨湯，走進去才發現原來就是他

那個牛肉真的很嫩很好吃湯也很好喝，比手畫腳搭配Google 語音翻譯後終於吃到了

有機會的話這個真的很推薦，一定要去試試看，附件有地鐵站可以到




老實說本來對早餐期待不是特別高，但進去看完覺得已經算是還不錯，至少有熱粥可以讓你一大早暖胃

第二天的行程其實我當初看行程跟家人也是有看沒有懂，到了之後才發現

對，就是看著他拍照，然後我妹還被鳥屎滴到頭上，超傻眼🤣🤣🤣🤣

用衛生紙幫她挑了快10分鐘才清好，還是提醒注意鳥類出沒地帶啊🤣🤣


看完樂天塔就去走了一下水族館，那個企鵝跟台灣的感覺好像不太一樣，比較有種鴨子的游泳風格🤔🤔


不免俗幫我9個月姪子買了個玩偶，集萬千寵愛於一身的啊




這餐吃的超級滿足感，但園區內人多到一個超級爆炸，根本沒辦法玩到景點，時間也只有2.3個小時



走完樂天世界一圈就去外面另外一個超大的樂天超市買一堆海苔跟堅果，家人來過一次所以大致上稍微有熟悉要買啥




晚餐的話就稍微普通，沒甚麼特別，口感還可以

但第一次這樣烤鰻魚，倒是蠻特別的


悲劇的是第二天回程路上他...........

還好回到台灣還勉強能撐到備份完成，差點沒把我嚇死




第三天其實大家應該都是在等待明洞的行程，那個人參一盒7.2萬買一送一，家人不吃真的買不下去



第三天的午餐，部隊鍋
還不錯但沒有特別讓人感覺特別，但老實說吃起來感覺還是不錯

彩妝行程真的是個坑，不小心就買了40萬韓幣大概等於台幣9000多(真的覺得刷卡不錯，匯率42-43)



會牽絲的？？燒

超好吃會滴汁的雞肉串

鹹鹹的糯米丸子

明洞真的超多吃的，但真的冷到有點崩潰

真心覺得韓國人很辛苦又很厲害，這種天氣在外面出攤

這個老闆真的超快樂超可愛，大概在明洞網內第一個十字路口附近

大火快炒搭配他的節奏還有音樂真的會想跟他一起搖擺，但第二次可能被遊客拉著說話就炒起來偏老(手上韓幣還有多2000，就一起給他，他們也超客氣的一直謝謝)

地下道等導遊的時候看到有家olen的隱眼在買一送一，月拋25000韓幣大概台幣588而且還送一個眼藥水


第二天晚上的韓式炸雞，我以為是醬汁的那種(24000韓幣)



在機場飯店買了個雞肉年糕米粉的泡麵，口感還不錯但好像19000韓幣，有點貴

買了幾個啤酒跟泡麵帶回台灣，老實說不太懂為什麼機上餐說了那麼多次不能帶下去還是有一堆人帶下飛機


導遊很可愛，一直說這個台灣買很貴我們就去買了幾個，大概7000多韓幣才台幣150多

吃起來很綿密但真的有點甜，抹茶倒不會死甜，巧克力就太甜了

機場買的話可以用完剩下韓幣不夠刷卡就好



如果有機會，這個芥末口味海苔真的必買，但千萬不要拿去送討厭的人🤫🤫🤔

這行程18888其實我也沒多大要求，但老實說整體下來可樂旅遊排出來的行程已經算是有足夠水準跟水平

https://www.dcard.tw/v2/vivid/videos/fa0a3680-2449-40be-a054-6f5c50436fd1?megapx=true&r=0.5625

15秒37分鐘，1分11秒大概整個飛行時程有一半以上我都在錄影，但真的好看",travel,6,waterpear.,F,梨子
334,Dcard,https://www.dcard.tw/f/travel/p/254695385,2024-02-17 02:08:02,#國外 #國外#韓國 釜山徵食伴旅伴,"小女子目前27 在竹科工作
今天2/17 17：00的飛機到釜山
預計韓國時間八點左右抵達~

我今天住在西面附近
想問看看有沒有剛好也在那邊玩耍的朋朋想一起晃晃&吃點東西
韓國的一切我都想吃 可以配合你想去的餐廳
https://sticker-assets.dcard.tw/images/095431be-93a3-4cc7-b3b2-95b175794672/orig.png",travel,1,qqc8c8,F,卡稱太大裝不下
335,Dcard,https://www.dcard.tw/f/travel/p/254684191,2024-02-15 15:34:45,#國外 #國外 #徵旅伴 #清明連假 #澳門 #韓國濟州島,"想趁今年為數不多的連假出國，希望有人一起可以吃吃美食

地點有二個尚未決定

澳門我有認識的、房價能拿到6-8折 （我都住威尼斯或是倫敦人或是四季）

韓國的話希望能找到基本韓語的人

主要時間會有7成待在賭場，白天可以走1-2個景點+美食😋",travel,0,heaven2050,M,天上人間
